h1,h2,h3,h4,eval
1.5042281630190728,0.0,1.3258176636680326,0.982793723247329,0.59
1.5042281630190728,0.0,1.3258176636680326,1.0808390005411683,0.685
1.4940244355251187,0.0,1.3258176636680326,1.0768549578753155,0.575
1.4940244355251187,0.0,1.3258176636680326,1.1583858851975093,0.7
1.4940244355251187,0.0,1.3258176636680326,1.1583858851975093,0.74
1.4940244355251187,0.1418970546041639,1.3258176636680326,1.1583858851975093,0.65
1.4940244355251187,0.1418970546041639,1.3258176636680326,1.1583858851975093,0.645
1.4940244355251187,0.4243115558503092,1.2490457723982544,1.1583858851975093,0.71
1.4940244355251187,0.4243115558503092,1.1071487177940904,1.1583858851975093,0.605
1.4940244355251187,0.4756377154909244,0.7853981633974483,1.1583858851975093,0.76
1.4940244355251187,0.4756377154909244,0.0,1.1583858851975093,0.73
1.4940244355251187,0.4756377154909244,0.0,1.2178059389679863,0.72
1.4801364395941514,0.4756377154909244,0.0,1.1902899496825317,0.675
1.480645863900568,0.4756377154909244,0.7853981633974483,1.231503712340852,0.79
1.480645863900568,0.4756377154909244,0.7853981633974483,1.231503712340852,0.75
1.4801364395941514,0.0,1.3258176636680326,1.1659045405098132,0.75
1.4801364395941514,0.0,1.3258176636680326,1.2490457723982544,0.625
1.4801364395941514,0.0,1.3258176636680326,1.2490457723982544,0.66
1.480645863900568,0.0,1.3258176636680326,1.2924966677897853,0.645
1.480645863900568,0.0,1.3258176636680326,1.2924966677897853,0.635
1.480645863900568,0.0,1.3258176636680326,1.3045442776439713,0.645
1.480645863900568,0.0,1.3258176636680326,1.3045442776439713,0.73
1.4940244355251187,0.0,1.3258176636680326,1.0040671092713902,0.61
1.4940244355251187,0.1418970546041639,1.3258176636680326,1.0040671092713902,0.67
1.4940244355251187,0.1418970546041639,1.3258176636680326,1.0040671092713902,0.72
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.0040671092713902,0.635
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.0040671092713902,0.61
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.0768549578753155,0.62
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.0768549578753155,0.595
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.1341691669813554,0.575
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.1341691669813554,0.54
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.1341691669813554,0.59
1.4801364395941514,0.1993472077006016,1.3258176636680326,1.1383885512243588,0.6
1.4801364395941514,0.4243115558503092,1.2490457723982544,1.1383885512243588,0.74
1.4801364395941514,0.4243115558503092,1.1071487177940904,1.1383885512243588,0.54
1.4801364395941514,0.4756377154909244,0.7853981633974483,1.1383885512243588,0.73
1.4801364395941514,0.4756377154909244,0.7853981633974483,1.1383885512243588,0.65
1.4801364395941514,0.384002344700209,1.1071487177940904,1.1383885512243588,0.81
1.4801364395941514,0.384002344700209,0.7853981633974483,1.1383885512243588,0.705
1.4940244355251187,0.1418970546041639,1.3258176636680326,1.0040671092713902,0.68
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.0040671092713902,0.65
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.0040671092713902,0.675
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.1071487177940904,0.645
1.4940244355251187,0.1993472077006016,1.3258176636680326,1.1071487177940904,0.625
1.4943903337890676,0.1993472077006016,1.3258176636680326,1.1801892830972098,0.645
1.480645863900568,0.1993472077006016,1.3258176636680326,1.1383885512243588,0.685
1.480645863900568,0.1993472077006016,1.3258176636680326,1.1659045405098132,0.69
1.480645863900568,0.1993472077006016,1.3258176636680326,1.1659045405098132,0.665
1.480645863900568,0.1993472077006016,1.3258176636680326,1.1902899496825317,0.635
1.480645863900568,0.1993472077006016,1.3258176636680326,1.1902899496825317,0.67
1.4801364395941514,0.0,1.3258176636680326,1.2490457723982544,0.685
1.4801364395941514,0.0,1.3258176636680326,1.2924966677897853,0.66
1.4801364395941514,0.0,1.3258176636680326,1.2924966677897853,0.665
1.4801364395941514,0.0,1.3258176636680326,1.3045442776439713,0.665
1.4801364395941514,0.0,1.3258176636680326,1.3045442776439713,0.67
1.4801364395941514,0.0,1.3258176636680326,1.3439974787410107,0.615
1.460139105621001,0.0,1.3258176636680326,1.3473197256542635,0.685
1.460139105621001,0.0,1.3258176636680326,1.373400766945016,0.73
1.4940244355251187,0.0,1.3258176636680326,1.1583858851975093,0.59
1.4940244355251187,0.1418970546041639,1.3258176636680326,1.1583858851975093,0.65
1.4940244355251187,0.1418970546041639,1.3258176636680326,1.1583858851975093,0.665
1.4940244355251187,0.3091933209430012,1.3258176636680326,1.1583858851975093,0.74
1.4940244355251187,0.3091933209430012,1.3258176636680326,1.1583858851975093,0.78
1.4940244355251187,0.0,1.3258176636680326,1.1583858851975093,0.655
1.4940244355251187,0.1418970546041639,1.3258176636680326,1.1583858851975093,0.665
1.4940244355251187,0.1418970546041639,1.3258176636680326,1.1583858851975093,0.635
1.4940244355251187,0.3091933209430012,1.3258176636680326,1.1583858851975093,0.77
1.4940244355251187,0.3091933209430012,1.3258176636680326,1.1583858851975093,0.785
1.460139105621001,0.0,1.3258176636680326,1.2277723863741932,0.675
1.460139105621001,0.1418970546041639,1.3258176636680326,1.2277723863741932,0.685
1.460139105621001,0.1418970546041639,1.3258176636680326,1.2277723863741932,0.685
1.460139105621001,0.1418970546041639,1.3258176636680326,1.2847448850775784,0.725
1.460139105621001,0.1418970546041639,1.3258176636680326,1.2847448850775784,0.665
1.460139105621001,0.1418970546041639,1.3258176636680326,1.299849476456476,0.7
1.460139105621001,0.1418970546041639,1.3258176636680326,1.299849476456476,0.585
1.4801364395941514,0.0,1.3258176636680326,1.1071487177940904,0.705
1.4801364395941514,0.1418970546041639,1.3258176636680326,1.1071487177940904,0.64
1.4801364395941514,0.1418970546041639,1.3258176636680326,1.1071487177940904,0.645
1.4801364395941514,0.1993472077006016,1.3258176636680326,1.1071487177940904,0.725
1.460139105621001,0.1993472077006016,1.3258176636680326,1.0121970114513341,0.695
1.460139105621001,0.1993472077006016,1.3258176636680326,1.1071487177940904,0.705
1.460139105621001,0.1993472077006016,1.3258176636680326,1.1071487177940904,0.7
1.460139105621001,0.1993472077006016,1.3258176636680326,1.0121970114513341,0.65
1.4801364395941514,0.1418970546041639,1.3258176636680326,1.1071487177940904,0.705
1.4801364395941514,0.1993472077006016,1.3258176636680326,1.1071487177940904,0.67
1.460139105621001,0.1993472077006016,1.3258176636680326,1.0121970114513341,0.63
1.460139105621001,0.1993472077006016,1.3258176636680326,1.1071487177940904,0.675
1.460139105621001,0.1993472077006016,1.3258176636680326,1.1071487177940904,0.67
1.460139105621001,0.1993472077006016,1.3258176636680326,1.1760052070951352,0.665
1.460139105621001,0.1993472077006016,1.3258176636680326,1.1760052070951352,0.63
1.5042281630190728,0.0,1.3258176636680326,1.0808390005411683,0.685
1.5042281630190728,0.1418970546041639,1.3258176636680326,1.0808390005411683,0.625
1.5042281630190728,0.1418970546041639,1.3258176636680326,1.0808390005411683,0.545
1.5042281630190728,0.1418970546041639,1.3258176636680326,1.1309537439791604,0.705
1.5042281630190728,0.1418970546041639,1.3258176636680326,1.1309537439791604,0.515
1.5045035692362905,0.1418970546041639,1.3258176636680326,1.1525719972156676,0.67
1.5045035692362905,0.1418970546041639,1.3258176636680326,1.1525719972156676,0.635
